pKa	Source	ISO_SMI	marvin_pKa	ID	MolLogP	MolMR	MolWt	NHOHCount	NOCount	FractionCSP3	RingCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRadicalElectrons	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	NumValenceElectrons	HeavyAtomCount	TPSA	MaxEStateIndex	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	MaxAbsEStateIndex	MinAbsEStateIndex	MinEStateIndex	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	qed	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	MQN1	MQN2	MQN3	MQN4	MQN5	MQN6	MQN7	MQN8	MQN9	MQN10	MQN11	MQN12	MQN13	MQN14	MQN15	MQN16	MQN17	MQN18	MQN19	MQN20	MQN21	MQN22	MQN23	MQN24	MQN25	MQN26	MQN27	MQN28	MQN29	MQN30	MQN31	MQN32	MQN33	MQN34	MQN35	MQN36	MQN37	MQN38	MQN39	MQN40	MQN41	MQN42
3.51	Novartis	O=C([O-])COc1ccc(Cl)cc1C1CCCCC1	3.81	57	2.5164	67.78000000000003	267.7319999999999	0	3	0.5	2	1	0	1	1	0	1	3	0	4	0	4	1	0	1	98	18	49.36	10.464968803364968	2.187567509957444	425.0473225322404	12.957819157813606	10.154751108278607	10.910680054297062	8.66470379794645	6.286788784623619	6.664753257632847	4.6777654974570915	5.114201277929076	3.3623550438277303	3.597452146615469	2.520068384762365	2.7006110149911056	12.576187252464766	9.901064578912528	0.0	0.0	16.690051193186626	18.405094737549014	19.26246486877803	12.13273413692322	6.06636706846161	0.0	16.337802844032566	-1.22	-666	13.21729067049971	6.095820448306279	3.388373605135603	111.71767618976895	10.464968803364968	0.4153250188964477	-1.2087554064835808	14.637927532712576	12.356393797796823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.863404759010542	42.52210198909525	5.022633313741326	5.969305287951849	0.8422211315052218	9.843390348640755	0.0	5.749511833283905	11.600939890232516	12.576187252464766	4.794537184071822	0.0	43.58546565248844	18.19910120538483	5.022633313741326	0.0	0.0	14.637927532712576	17.570245178184365	0.0	0.0	0.0	38.02201416079144	6.606881964512918	28.785186010823153	0.0	5.749511833283905	5.286109536407156	6.014532584124185	10.464968803364968	11.128277571316593	1.0309722222222224	-0.162733108675569	5.357005306752331	5.907303214495675	-0.4153250188964477	0.0	14	0	1	0	0	0	0	0	0	3	0	18	6	1	0	9	3	0	4	7	3	0	0	1	0	3	2	1	0	8	4	0	0	0	0	2	0	0	0	0	0	0
5.8	Novartis	CCN(Cc1ccccc1)c1ccccc1	4.33	63	3.7131000000000025	69.60800000000005	211.308	0	1	0.2	2	0	0	0	2	0	2	1	0	1	0	4	0	0	0	82	16	3.24	2.3703703703703702	2.129412813255698	407.9647893410623	11.217332181807452	9.634929849769314	9.634929849769314	7.898178147766923	5.7380897066093945	5.7380897066093945	3.8353239313823506	3.8353239313823506	2.7193218409022104	2.7193218409022104	1.8282836568813332	1.8282836568813332	0.0	0.0	0.0	0.0	0.0	13.08951281182515	11.250837766380558	0.0	0.0	72.48731761515721	0.0	-1.7599999999999998	-666	10.747712126535363	5.358468540505962	2.6317753161454758	97.3431573389542	2.3703703703703702	0.9735648148148147	0.9735648148148147	4.899909730850478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.53093654769288	24.619922828310838	18.776899086508713	0.0	0.744779946368489	4.899909730850478	5.687386274683562	0.0	0.0	6.544756405912575	6.544756405912575	0.0	12.487188691387619	60.6636706846161	0.0	0.0	0.0	0.0	5.687386274683562	0.0	0.0	0.0	13.4684936056032	11.444666136763054	66.2271221763131	0.0	0.0	0.0	0.0	2.3703703703703702	0.0	2.640792705971278	0.0	21.131494708994712	0.0	4.190675547996976	0.0	15	0	0	0	0	0	0	1	0	0	0	16	5	0	0	6	6	0	4	1	1	0	0	0	0	1	2	1	0	10	2	0	0	0	0	2	0	0	0	0	0	0
4.0	Novartis	NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1	3.97	76	3.8847000000000014	92.3936	374.32200000000006	3	6	0.05555555555555555	3	0	0	0	2	1	3	5	2	9	0	5	0	0	0	138	27	90.13000000000001	12.188954398160417	1.7807923960110517	959.3206018517957	19.44094682093905	13.69567015204121	13.69567015204121	12.798644952597137	7.6516903340801905	7.6516903340801905	5.430722902804299	5.430722902804299	3.4702356672116115	3.4702356672116115	2.3031474106904444	2.3031474106904444	12.269538588381888	17.96578232709628	0.0	5.749511833283905	28.32608003076104	0.0	30.59278834861098	30.33183534230805	0.0	20.021608599700798	5.733667477162185	-3.619999999999999	-666	18.1794791230041	7.321446443493445	4.9395722959060375	151.37619814126137	12.188954398160417	0.3197284825066069	-4.740128369858379	15.787319034968565	17.894694685883476	0.0	5.907179729351506	0.0	6.362358859030383	4.794537184071822	9.967957041894417	0.0	13.171245143024459	12.13273413692322	36.39820241076966	22.880656326539164	5.693927994848461	0.7072548920918891	15.787319034968565	24.67649419554305	5.749511833283905	0.0	22.237495630276307	0.0	0.0	10.357988675768818	60.92462369091903	0.0	11.257379486545457	0.0	22.702645280896327	17.412428781870094	0.0	9.967957041894417	5.733667477162185	6.362358859030383	5.316788604006331	66.48807518261603	0.0	17.00689131982936	40.39004877414355	0.0	19.53573133319243	2.961945625472411	7.361259869785025	-0.4452952374481016	13.523997466054992	-3.4110211645336412	0.0	0.0	18	3	0	0	0	0	0	2	2	2	0	27	10	1	0	9	9	0	5	8	6	3	2	0	0	5	2	1	1	12	6	0	0	0	0	3	0	0	0	0	0	0
3.3	Novartis	O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1c[nH]c2ccccc12	2.82	96	4.662800000000004	126.41570000000003	425.53600000000006	1	6	0.34615384615384615	6	0	2	2	2	2	4	4	1	6	0	3	0	2	2	162	32	65.12	13.107748695824162	1.2458375979940353	1287.624679135417	21.545394827624126	18.127459613852338	18.127459613852338	15.717076599188873	11.541140014659542	11.541140014659542	9.12123962766675	9.12123962766675	7.3637764973545945	7.3637764973545945	5.56352940060867	5.56352940060867	0.0	4.794537184071822	0.0	5.538925252383345	18.87275775819009	61.140764234212995	10.949675706161791	0.0	36.52867891392113	44.163721280593286	4.9839785209472085	-3.4099999999999993	-666	19.288459728503735	7.621825760630217	3.2152985395720837	186.81923104929683	13.107748695824162	0.061027848639455984	-0.061027848639455984	14.783797982648164	5.817862777835028	0.0	5.907179729351506	0.0	0.0	9.77851570501903	4.9839785209472085	0.0	0.0	30.33183534230805	49.44583918878587	48.69378459674121	17.2302450068456	0.51836798979593	4.899909730850478	5.817862777835028	0.0	0.0	44.38746308725211	11.339293589984397	0.0	37.667559606327046	60.924623690919034	0.0	21.936326367313576	0.0	4.794537184071822	33.66136887450011	0.0	19.8518452936921	0.0	44.18778977292597	17.98942254267563	66.48807518261603	0.0	0.0	0.0	0.0	30.424649195500187	1.2128680481421492	4.129121394487522	1.22624306718147	16.34381134985468	8.613707283599231	2.4662663279014287	0.0	26	0	0	0	0	0	0	0	5	1	0	32	3	1	0	23	10	0	3	7	6	1	1	0	0	1	1	0	0	20	9	1	0	0	1	5	0	0	0	0	5	2
8.0	Novartis	c1ccc(Nc2nc(NC3CCCCC3)nc3ccccc23)cc1	5.81	106	5.118000000000003	99.75840000000005	318.4240000000002	2	4	0.3	4	1	0	1	2	1	3	4	2	4	0	4	1	0	1	122	24	49.84	4.756946334089191	1.6740953774828542	810.2416136313609	16.192023676495616	13.703463788828916	13.703463788828916	11.882142733160752	8.73763277823504	8.73763277823504	6.383266288793782	6.383266288793782	4.578152404806146	4.578152404806146	3.3241401383423224	3.3241401383423224	0.0	0.0	0.0	0.0	6.041840829147961	28.356513265586145	32.10410811463005	0.0	48.53093654769288	16.699944276474273	9.967957041894417	-2.6199999999999997	-666	14.939933268773538	6.869720383075436	3.3240702312630006	141.89300371925572	4.756946334089191	0.49026622994876967	0.49026622994876967	10.633577208012662	5.817862777835028	0.0	5.948339280986494	0.0	0.0	0.0	4.9839785209472085	4.9839785209472085	0.0	49.59430021108608	37.107111519698464	17.11545131829632	5.516700717616262	0.7009114353093079	10.633577208012662	17.453588333505085	0.0	0.0	16.009797871042377	0.0	0.0	32.10410811463005	54.59730361615449	0.0	10.902924932081056	0.0	0.0	28.356513265586145	0.0	9.967957041894417	0.0	38.14594894377801	10.633577208012662	54.59730361615449	0.0	0.0	0.0	0.0	9.46632243638196	8.007930629041741	1.994638894137902	1.5732782974300834	18.78364419036705	6.34085221930793	0.0	0.0	20	0	0	0	0	0	0	2	2	0	0	24	4	0	0	15	8	0	4	4	4	2	2	0	0	0	2	0	0	16	6	0	0	0	0	4	0	0	0	0	2	1
2.92	Novartis	CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)[O-]	3.85	114	3.462620000000001	101.56070000000001	387.86800000000005	1	5	0.15789473684210525	3	0	0	0	2	1	3	5	1	7	0	5	0	0	0	134	26	74.16	11.58994319591677	2.206309864989451	996.1820345540467	18.844570503761734	14.206729895878567	15.779155422824749	12.363081100704115	7.891981855676552	9.086442909613504	5.809555267484665	7.329768004443476	3.9252691106355195	5.388772741959752	2.859888663935806	4.0682312825277265	5.969305287951849	14.69560176298435	0.0	12.45193613526408	10.710019588424888	26.387819877965068	18.685622149081738	28.832567921637793	25.122838405075452	5.316788604006331	11.600939890232516	-2.4399999999999995	-666	18.35404439154489	7.433364703800864	3.7104995371700356	159.50752072502738	11.58994319591677	0.18958589103430334	-1.168543437015659	19.784952830710214	0.0	0.0	5.907179729351506	0.0	0.0	4.794537184071822	0.0	0.0	0.0	29.429191908085244	43.321939610460284	32.817489673780756	23.71814868616425	0.7270659443496639	10.423315998847038	5.687386274683562	0.0	23.36282483962363	16.443584665094708	16.133830774056218	6.923737199690624	12.617665194539086	52.255536430266815	5.022633313741326	10.902924932081056	0.0	14.69560176298435	51.829621063691604	0.0	4.567099647791355	0.0	30.183197756329374	5.316788604006331	53.181130787821054	0.0	0.0	1.6887247872399989	7.44928911934804	24.642267344214495	15.48621846536033	2.16946949973405	-1.3581293280499624	12.823311493100455	0.0	3.043293063497038	0.0	19	0	1	0	0	1	0	1	1	3	0	26	10	2	0	8	8	0	5	9	5	1	1	1	0	6	3	2	0	7	8	0	0	0	1	2	0	0	0	0	2	1
4.2	Novartis	CCN(CC)c1ncnc2c1cnn2C	3.53	144	1.2095	59.86500000000002	205.265	0	5	0.5	2	0	0	0	0	2	2	5	0	5	0	3	0	0	0	80	15	46.84	4.323703703703703	2.597844459765256	457.7807292766807	10.836498814253964	9.304982078252138	9.304982078252138	7.274386907679232	5.1515816847429425	5.1515816847429425	3.3750240659418353	3.3750240659418353	2.5713861517835124	2.5713861517835124	1.724832244321851	1.724832244321851	0.0	0.0	0.0	0.0	0.0	29.9407770248927	0.0	11.009123009909725	13.244515554290267	33.81402298042718	0.0	-1.6500000000000001	-666	9.888066505602836	3.84175666620384	1.5357886228883035	88.74414131227246	4.323703703703703	0.8813888888888891	0.8813888888888891	4.899909730850478	12.14518285259957	5.647177220767728	0.0	0.0	0.0	4.681802935145185	9.967957041894417	5.098681808301038	0.0	0.0	13.847474399381248	20.13718479450234	11.583067786077873	0.7552749169672438	4.899909730850478	5.817862777835028	0.0	0.0	32.83795459716579	7.04767198267719	0.0	13.847474399381248	12.524163646377618	0.0	11.033401435232523	0.0	0.0	16.85126421306755	0.0	19.74844178534064	7.04767198267719	13.847474399381248	17.98942254267563	12.524163646377618	0.0	0.0	1.7678703703703704	0.0	10.738871882086167	5.212205215419502	0.8813888888888891	0.9704629629629632	0.0	3.417314814814815	6.121662887377172	1.890222978080121	10	0	0	0	0	0	0	1	4	0	0	15	6	0	0	5	5	0	3	5	5	0	0	0	0	3	2	1	0	5	4	0	0	0	1	1	0	0	0	0	2	1
7.2	Novartis	O=C(Nc1cccc(Cl)c1)c1ccccc1O	7.93	149	3.2979000000000007	67.51200000000001	247.681	2	3	0.0	2	0	0	0	2	0	2	2	2	4	0	2	0	0	0	86	17	49.33	11.832016250944822	2.2039009675200827	554.6206554225113	12.250712376627058	8.852228512490056	9.608157458508511	8.16470379794645	5.01543065372207	5.3933951267312965	3.481620552190559	3.9180563326625433	2.231161842110579	2.4662589448983177	1.4303126057895619	1.6206004539287622	0.0	9.901064578912528	0.0	17.220143054332407	10.710019588424888	0.0	6.06636706846161	42.46456947923127	0.0	5.316788604006331	11.600939890232516	-1.9999999999999993	-666	11.484375	4.8884297520661155	2.765432098765432	103.6623237026871	11.832016250944822	0.04904809145880562	-0.3700308641975305	10.423315998847038	5.749511833283905	0.0	0.0	5.907179729351506	0.0	4.794537184071822	0.0	0.0	0.0	29.800041095617345	30.33183534230805	10.710019588424888	5.563451491696996	0.8555243849582216	5.316788604006331	5.687386274683562	5.749511833283905	11.600939890232516	11.013707124192212	0.0	0.0	10.357988675768818	48.53093654769288	5.022633313741326	0.0	0.0	9.901064578912528	23.195505894267583	0.0	0.0	0.0	0.0	5.316788604006331	59.1170213531312	0.0	5.749511833283905	0.0	5.8048983266145955	11.832016250944822	12.724864505472972	0.8178042328042332	-0.4190789556563361	13.18394008426416	0.0	0.0	0.0	13	0	1	0	0	0	0	1	0	2	0	17	5	1	0	6	6	0	2	5	3	2	2	0	0	3	1	1	0	8	4	0	0	0	0	2	0	0	0	0	0	0
3.5	Novartis	O=C([O-])CSc1ncnc2cc(-c3ccc(Br)cc3)sc12	4.21	161	2.9628000000000014	86.28200000000004	380.26800000000003	0	4	0.07142857142857142	3	0	0	0	1	2	3	6	0	7	0	4	0	0	0	106	21	65.91	10.590911783178752	2.0091439458460867	802.344151801561	14.819626477379407	10.5765932221889	13.795582923159056	10.131030293135234	5.964160337082183	8.55925374722075	4.171413101649746	7.103336072021289	2.73400168526083	5.53496475412296	1.8191819667690898	3.9978175659899775	5.969305287951849	9.901064578912528	0.0	5.752853606746789	5.025959978669241	36.891823784707185	6.3273200747645415	11.336785877934737	30.33183534230805	25.897900939843765	0.0	-1.44	-666	14.495302439410576	6.128021709931196	3.2522660897782574	136.92611880164029	10.590911783178752	0.11346187732821922	-1.1005079470059627	9.901064578912528	11.353280053433782	0.0	0.0	0.0	0.0	0.0	9.967957041894417	0.0	11.336785877934737	39.824562984263686	23.762552697081826	15.102720316280504	16.185925922037214	0.5144133275657392	5.106527394840706	0.0	0.0	39.028614725275204	21.690115936593052	4.794537184071822	0.0	0.0	46.15783491157425	0.0	20.65721931948366	0.0	9.901064578912528	55.21454064731241	0.0	9.967957041894417	0.0	5.025959978669241	5.752853606746789	41.131874932905006	0.0	10.440598685398296	1.929652134773663	6.133344354563031	20.078006349400304	11.269209633182951	1.9220536632863023	-1.2139698243341819	10.008660836184285	1.45637618627698	0.0	0.0	14	0	0	1	0	2	0	0	2	2	0	21	6	1	0	8	8	0	4	7	4	0	0	1	0	3	2	1	0	9	6	0	0	0	1	2	0	0	0	0	2	1
3.6	Novartis	c1ccc(Nc2ncc3ccccc3n2)cc1	2.13	162	3.373400000000001	69.26270000000004	221.263	1	3	0.0	3	0	0	0	2	1	3	3	1	3	0	2	0	0	0	82	17	37.81	4.448278533635676	1.961246717577175	635.0482687400607	11.501789232183626	9.167929882896177	9.167929882896177	8.415816237971965	5.455728289304497	5.455728289304497	3.7434502152571096	3.7434502152571096	2.518957572474974	2.518957572474974	1.6829733252567634	1.6829733252567634	0.0	0.0	0.0	0.0	5.948339280986494	16.590311206764618	0.0	0.0	60.794147187767564	15.284745645900749	0.0	-2.4199999999999995	-666	9.781107035232179	4.215151387724072	2.0812322618072896	99.15932000279727	4.448278533635676	0.6202777777777779	0.6202777777777779	5.316788604006331	0.0	0.0	5.948339280986494	0.0	0.0	0.0	9.967957041894417	0.0	0.0	36.39820241076966	18.19910120538483	17.270454060761434	5.516700717616262	0.7205120971213768	5.316788604006331	11.635725555670057	0.0	0.0	9.967957041894417	0.0	0.0	0.0	60.794147187767564	0.0	10.902924932081056	0.0	0.0	22.538650487751113	0.0	9.967957041894417	0.0	0.0	5.316788604006331	60.794147187767564	0.0	0.0	0.0	0.0	8.72822373393802	4.221140820525741	1.9339928193499625	0.6202777777777779	17.836040774334425	1.8269907407407406	0.0	0.0	14	0	0	0	0	0	0	1	2	0	0	17	2	0	0	9	8	0	2	3	3	1	1	0	0	0	1	0	0	12	4	0	0	0	0	3	0	0	0	0	2	1
8.35	Novartis	CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)ccc2c1=O	8.29	169	0.21169999999999933	68.03519999999999	323.252	2	7	0.2	2	0	0	0	1	1	2	5	2	11	0	2	0	0	0	114	21	101.03	12.551594412481858	2.7553496005610634	927.184180435668	15.999635521070497	10.354399274415831	11.170895855343558	9.488000430147714	5.329755033969354	7.2211665720276095	4.192289985459851	5.9191952252467255	2.482196109807853	2.9964156799779507	1.643010989507838	2.1404790660103994	33.01205145580354	31.178116495497044	0.0	15.579027372976466	12.13273413692322	12.322136251973014	0.0	4.831097657556142	4.9839785209472085	0.0	0.0	-2.2999999999999994	-666	15.09578448298075	4.61647728866818	3.069657142455093	114.59264383363808	12.551594412481858	0.17155612244897944	-4.633980838477367	4.9839785209472085	0.0	0.0	10.023291153407584	5.559266895052008	11.86604191564695	4.794537184071822	18.0434318259569	17.847347583919866	0.0	0.0	18.19910120538483	0.0	22.722145607289455	0.8248315773690569	16.080107950811623	13.171245143024459	0.0	0.0	24.33364712968296	16.199589670851058	0.0	5.563451491696996	27.788175573528473	0.0	10.902924932081056	0.0	21.589042127353395	20.92621608548864	0.0	9.660080961842617	0.0	6.176298517443475	11.086866841067547	44.60063735848095	0.0	0.0	59.935115940723804	0.0	27.19443015400605	-0.2650462962962965	-3.6570395959309634	0.0	2.1177017195767194	-3.9158972957040694	0.0	-3.909264626375244	10	3	0	0	0	1	0	1	2	4	0	21	7	4	0	6	5	0	2	11	7	2	2	0	0	8	1	0	2	4	6	0	0	0	0	2	0	0	0	0	2	1
4.1	Novartis	O=C(Nc1cccc2cnccc12)c1ccc(-c2ccccc2)cc1	4.73	256	5.154100000000003	101.57420000000002	324.38300000000004	1	3	0.0	4	0	0	0	3	1	4	2	1	3	0	3	0	0	0	120	25	41.99	12.57883944318468	1.5871362261656086	1019.2684847209126	17.062267164498692	13.515715923808212	13.515715923808212	12.309663088089318	8.107273270674384	8.107273270674384	5.799883820260532	5.799883820260532	4.1831508512190245	4.1831508512190245	2.87068717657786	2.87068717657786	0.0	4.794537184071822	0.0	5.907179729351506	5.563451491696996	27.586737687007147	0.0	12.393687143226153	66.73003775307771	22.43350126187676	0.0	-3.4599999999999986	-666	15.090285647104775	6.57362448445598	3.123931800495176	145.52323044235516	12.57883944318468	0.12136673805324594	-0.12136673805324594	5.316788604006331	0.0	0.0	0.0	5.907179729351506	0.0	9.77851570501903	0.0	0.0	0.0	54.59730361615449	35.392371257240434	34.4169733385363	0.0	0.5657745751705661	5.316788604006331	5.687386274683562	0.0	0.0	10.891158250298714	0.0	0.0	10.357988675768818	91.25645903322709	0.0	21.899351412323583	0.0	4.794537184071822	22.36701443296466	0.0	4.9839785209472085	0.0	0.0	5.316788604006331	96.8199105249241	0.0	11.126902983393991	0.0	0.0	16.69592900009858	4.9719508529712915	3.6455306145006734	-0.12136673805324594	25.454496893159682	3.52012604398968	0.0	0.0	22	0	0	0	0	0	0	1	1	1	0	25	4	1	0	12	11	0	3	4	3	1	1	0	0	1	1	1	0	16	6	0	0	0	0	4	0	0	0	0	2	1
2.9	Novartis	C=CCNc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2C(C)C	3.89	349	5.365700000000006	114.59970000000007	361.4890000000001	1	4	0.30434782608695654	3	0	0	0	2	1	3	4	1	4	0	6	0	0	0	140	27	46.92	12.723877825834446	2.247006822341442	1014.2131745593633	19.551677284948283	16.490391735733134	16.490391735733134	12.917922655570505	9.43427748561183	9.43427748561183	7.384947948729912	7.384947948729912	4.7424498087159455	4.7424498087159455	3.2935330569743755	3.2935330569743755	0.0	4.794537184071822	0.0	11.731584227351433	12.462662452073968	27.847690693310078	5.563451491696996	4.567099647791355	32.056228643138354	61.059012550241334	0.0	-2.88	-666	18.89759850284586	7.784886606496964	3.796355231948942	160.12568958682155	12.723877825834446	0.03875120315190639	-0.21552146321491517	5.316788604006331	0.0	0.0	0.0	0.0	5.689743398203474	4.567099647791355	4.794537184071822	4.9839785209472085	6.578935683598497	44.188962780061566	43.52793314262446	29.22365921590589	11.210628712464722	0.6008048405060239	11.006532002209806	5.687386274683562	0.0	0.0	16.09583457465114	0.0	0.0	45.21814716576884	59.91406245373547	0.0	22.160304418626517	0.0	0.0	16.590311206764618	0.0	9.551078168738563	0.0	39.654695674071846	11.861545009918906	71.16725734363595	0.0	11.257379486545457	1.7486120034433525	0.0	17.172045342841248	4.2865563551841515	4.6223929650296	0.4651863631880834	14.431880094362505	1.8224559421258555	12.784204267158534	0.0	23	0	0	0	0	0	0	1	2	1	0	27	10	2	0	9	8	0	6	5	4	1	1	0	0	6	3	2	0	8	8	0	0	0	0	3	0	0	0	0	2	1
